Date,Location,Vehicle_Type,Violation_Type,Fine_Amount (₹),Repeat_Offender,Weather_Condition,Time_of_Day,Road_Condition,Driver_Age_Group,Passengers_Count,Traffic_Density,License_Status,Accident_Involved,Speed_Recorded (km/h),Vehicle_Registration_State,Officer_ID,Previous_Violations,Insurance_Penalty (₹),Fine_Payment_Status
13-08-2024,MG Road,Bike,Speeding,3316,TRUE,Rainy,Afternoon,Dry,36-50,4,High,Suspended,TRUE,30,Rajasthan,10,2,3048,Paid
19-08-2024,Sector 56,Car,Red-Light Jump,4860,TRUE,Stormy,Evening,Wet,26-35,0,High,Suspended,FALSE,99,Delhi,3,1,4296,Paid
21-09-2024,Sohna Road near Iris Tech Park,Bike,Red-Light Jump,3490,FALSE,Clear,Morning,Wet,50+,1,Medium,Learner,FALSE,89,Uttar Pradesh,8,1,2396,Unpaid
20-03-2024,Sector 56,Truck,Wrong-Side Driving,,TRUE,Foggy,Night,Dry,36-50,4,Low,Suspended,TRUE,72,Rajasthan,3,2,2865,Unpaid
09-11-2024,Rajiv Chowk,Car,DUI,8665,FALSE,Foggy,Night,Under Construction,36-50,0,High,Suspended,FALSE,77,Uttar Pradesh,9,2,2751,Disputed
26-03-2024,Cyber City,Bike,No Helmet,1000,FALSE,Rainy,Morning,Under Construction,18-25,1,High,Suspended,TRUE,87,Haryana,3,2,3121,Paid
19-07-2024,Sohna Road near Iris Tech Park,Bus,Wrong-Side Driving,7565,FALSE,Clear,Evening,Slippery,36-50,2,Low,Expired,FALSE,78,Punjab,9,1,1916,Unpaid
20-02-2024,Manesar Toll,Bike,No Helmet,1000,TRUE,Rainy,Evening,Under Construction,26-35,3,Low,Learner,FALSE,96,Delhi,8,1,4935,Unpaid
27-10-2024,Sheetala Mata Road,Truck,Red-Light Jump,3699,FALSE,Foggy,Night,Under Construction,26-35,3,Low,Valid,TRUE,93,Uttar Pradesh,4,1,3301,Disputed
22-11-2024,Sector 29,Bus,Wrong-Side Driving,4245,FALSE,Foggy,Night,Wet,36-50,2,Low,Suspended,TRUE,33,Haryana,3,2,3377,Unpaid
17-02-2024,Manesar Toll,Car,Red-Light Jump,2233,FALSE,Foggy,Evening,Wet,26-35,1,Medium,Expired,TRUE,8,Haryana,4,1,3022,Disputed
15-10-2024,Udyog Vihar,Truck,Speeding,2283,FALSE,Rainy,Afternoon,Wet,50+,1,Low,Suspended,FALSE,79,Haryana,3,2,3849,Disputed
18-11-2024,Sector 56,Bike,Speeding,2914,FALSE,Rainy,Evening,Dry,36-50,0,High,Valid,TRUE,113,Haryana,4,1,3495,Paid
05-12-2024,Sheetala Mata Road,Truck,Wrong-Side Driving,,FALSE,Foggy,Evening,Under Construction,18-25,2,Low,Learner,FALSE,78,Haryana,10,2,3820,Disputed
06-11-2024,Sheetala Mata Road,Bus,DUI,9801,FALSE,Stormy,Afternoon,Wet,18-25,1,High,Valid,FALSE,83,Uttar Pradesh,6,1,972,Paid
20-04-2024,NH-8,Bus,No Seatbelt,1000,FALSE,Cloudy,Morning,Dry,36-50,3,Medium,Learner,FALSE,50,Rajasthan,1,1,4727,Disputed
25-11-2024,Huda City Center,Car,Wrong-Side Driving,3362,FALSE,Rainy,Morning,Slippery,50+,4,Medium,Expired,FALSE,119,Uttar Pradesh,3,3,4043,Unpaid
04-07-2024,Sikanderpur,Truck,Speeding,1885,FALSE,Cloudy,Afternoon,Under Construction,50+,1,Low,Valid,FALSE,57,Uttar Pradesh,2,3,2752,Disputed
05-06-2024,Sector 56,Car,Red-Light Jump,2771,TRUE,Cloudy,Evening,Slippery,36-50,2,Medium,Expired,FALSE,66,Rajasthan,7,2,4424,Disputed
15-09-2024,Sheetala Mata Road,Auto-rickshaw,No Seatbelt,1000,FALSE,Rainy,Night,Slippery,18-25,5,High,Valid,FALSE,77,Haryana,8,3,886,Unpaid
11-01-2024,Cyber City,Truck,No Seatbelt,1000,FALSE,Cloudy,Afternoon,Dry,18-25,2,High,Expired,TRUE,34,Delhi,2,1,3705,Unpaid
04-06-2024,Manesar Toll,Bus,Speeding,1976,TRUE,Cloudy,Afternoon,Wet,50+,1,High,Suspended,FALSE,94,Punjab,10,3,3981,Paid
22-04-2024,IFFCO Chowk,Car,No Seatbelt,1000,TRUE,Foggy,Night,Under Construction,26-35,4,Medium,Suspended,FALSE,109,Punjab,7,3,1804,Unpaid
26-03-2024,MG Road,Truck,Red-Light Jump,3939,FALSE,Clear,Morning,Dry,26-35,1,Medium,Suspended,TRUE,27,Delhi,6,2,3484,Paid
27-12-2024,MG Road,Auto-rickshaw,DUI,6912,FALSE,Stormy,Night,Wet,36-50,0,Low,Valid,TRUE,35,Punjab,1,2,3912,Disputed
11-11-2024,Manesar Toll,Truck,Red-Light Jump,2493,FALSE,Clear,Evening,Dry,36-50,3,Low,Valid,TRUE,22,Haryana,9,3,2517,Paid
06-08-2024,Rajiv Chowk,Bike,No Helmet,1000,TRUE,Clear,Afternoon,Wet,26-35,5,High,Valid,TRUE,33,Haryana,10,3,3000,Paid
12-06-2024,NH-8,Car,DUI,9693,FALSE,Foggy,Afternoon,Slippery,26-35,2,High,Learner,TRUE,115,Delhi,4,3,1417,Disputed
24-08-2024,IFFCO Chowk,Bus,DUI,9709,FALSE,Foggy,Evening,Wet,26-35,4,Low,Expired,TRUE,37,Delhi,5,1,2401,Disputed
21-07-2024,Rajiv Chowk,Bike,Wrong-Side Driving,,TRUE,Clear,Morning,Dry,50+,0,Low,Expired,FALSE,36,Uttar Pradesh,2,3,3443,Paid
23-04-2024,Sector 56,Bus,Wrong-Side Driving,6672,TRUE,Clear,Morning,Slippery,36-50,5,Medium,Learner,FALSE,4,Rajasthan,4,2,1429,Paid
13-06-2024,Signature Tower Chowk,Car,No Seatbelt,1000,FALSE,Foggy,Afternoon,Under Construction,36-50,2,High,Valid,TRUE,66,Uttar Pradesh,8,2,1492,Paid
02-06-2024,Sikanderpur,Truck,DUI,9492,FALSE,Rainy,Morning,Wet,50+,3,High,Suspended,FALSE,61,Punjab,8,1,4724,Unpaid
19-01-2024,Cyber City,Auto-rickshaw,No Seatbelt,1000,FALSE,Rainy,Night,Dry,36-50,4,Medium,Learner,TRUE,105,Uttar Pradesh,3,1,4503,Disputed
10-03-2024,Sheetala Mata Road,Auto-rickshaw,DUI,9543,TRUE,Stormy,Evening,Wet,50+,4,Medium,Expired,TRUE,96,Delhi,6,3,3807,Disputed
14-06-2024,Sikanderpur,Auto-rickshaw,DUI,9602,FALSE,Rainy,Evening,Slippery,36-50,5,High,Expired,TRUE,91,Haryana,7,2,1434,Paid
21-05-2024,Sikanderpur,Bus,Speeding,1608,TRUE,Foggy,Night,Dry,26-35,0,Medium,Expired,TRUE,17,Delhi,6,1,1864,Disputed
10-11-2024,Rajiv Chowk,Truck,No Seatbelt,1000,TRUE,Rainy,Evening,Slippery,26-35,4,Low,Expired,TRUE,69,Uttar Pradesh,3,2,4337,Disputed
12-08-2024,Sikanderpur,Bike,No Helmet,1000,FALSE,Foggy,Evening,Slippery,18-25,2,Medium,Expired,FALSE,117,Delhi,4,2,2782,Disputed
18-10-2024,Cyber City,Auto-rickshaw,DUI,5054,TRUE,Cloudy,Afternoon,Dry,36-50,3,High,Expired,TRUE,26,Haryana,2,1,4817,Paid
22-10-2024,Rajiv Chowk,Bus,Red-Light Jump,2720,FALSE,Cloudy,Morning,Wet,26-35,5,High,Suspended,TRUE,40,Haryana,5,2,2340,Disputed
01-03-2024,Sheetala Mata Road,Auto-rickshaw,Speeding,2370,FALSE,Stormy,Evening,Dry,26-35,0,High,Suspended,TRUE,60,Haryana,7,1,3860,Unpaid
09-11-2024,Sector 29,Bike,Red-Light Jump,4658,FALSE,Clear,Afternoon,Under Construction,50+,2,Low,Expired,TRUE,99,Rajasthan,10,3,4072,Paid
18-04-2024,Sector 29,Truck,Speeding,1385,TRUE,Foggy,Afternoon,Wet,18-25,5,Medium,Learner,FALSE,11,Haryana,6,1,2577,Disputed
21-09-2024,Sikanderpur,Bike,No Helmet,1000,FALSE,Clear,Afternoon,Under Construction,50+,2,Low,Valid,TRUE,0,Rajasthan,4,3,2647,Disputed
28-12-2024,Sector 29,Truck,Red-Light Jump,2362,TRUE,Foggy,Night,Slippery,36-50,0,High,Learner,FALSE,29,Delhi,6,3,1460,Paid
17-09-2024,NH-8,Truck,DUI,7930,TRUE,Clear,Evening,Dry,18-25,2,Medium,Suspended,FALSE,72,Punjab,5,1,3870,Paid
13-11-2024,Manesar Toll,Bus,DUI,8691,TRUE,Stormy,Night,Wet,50+,5,High,Learner,TRUE,35,Delhi,6,2,2976,Paid
28-05-2024,Sheetala Mata Road,Car,Red-Light Jump,4106,TRUE,Stormy,Evening,Under Construction,36-50,5,Low,Learner,TRUE,77,Punjab,1,2,2945,Disputed
07-04-2024,Sheetala Mata Road,Auto-rickshaw,Speeding,3161,TRUE,Foggy,Night,Dry,36-50,5,Medium,Expired,FALSE,12,Delhi,9,1,3737,Paid
14-11-2024,Sheetala Mata Road,Bus,No Seatbelt,1000,FALSE,Foggy,Afternoon,Slippery,50+,1,High,Learner,TRUE,20,Uttar Pradesh,9,1,2046,Paid
10-08-2024,Sohna Road near Iris Tech Park,Car,Speeding,2453,TRUE,Foggy,Night,Slippery,26-35,1,Medium,Expired,FALSE,57,Punjab,4,3,629,Disputed
07-10-2024,IFFCO Chowk,Bike,DUI,8239,TRUE,Rainy,Afternoon,Wet,36-50,3,High,Expired,TRUE,118,Haryana,5,2,518,Paid
01-02-2024,Sohna Road near Iris Tech Park,Bus,DUI,7372,FALSE,Foggy,Evening,Wet,18-25,4,Low,Suspended,FALSE,73,Rajasthan,5,1,4767,Paid
25-07-2024,Rajiv Chowk,Bus,No Seatbelt,1000,FALSE,Stormy,Evening,Dry,18-25,0,Medium,Suspended,TRUE,91,Punjab,6,3,1397,Unpaid
09-10-2024,Sikanderpur,Auto-rickshaw,No Seatbelt,1000,FALSE,Clear,Evening,Slippery,26-35,2,Medium,Valid,TRUE,24,Delhi,6,1,4600,Unpaid
14-12-2024,Cyber City,Bike,No Helmet,1000,FALSE,Rainy,Afternoon,Dry,18-25,2,Medium,Learner,FALSE,61,Haryana,1,1,2262,Paid
16-01-2024,Cyber City,Bike,No Helmet,1000,FALSE,Cloudy,Morning,Slippery,18-25,2,High,Expired,FALSE,50,Delhi,3,3,1161,Disputed
10-11-2024,Huda City Center,Car,Red-Light Jump,3645,FALSE,Rainy,Afternoon,Dry,26-35,4,Low,Learner,FALSE,118,Rajasthan,4,3,4577,Unpaid
20-11-2024,Sector 56,Truck,DUI,6050,FALSE,Cloudy,Night,Dry,26-35,4,Medium,Expired,FALSE,28,Punjab,3,3,1774,Disputed
26-09-2024,Sikanderpur,Auto-rickshaw,DUI,9449,FALSE,Foggy,Evening,Wet,50+,3,Low,Learner,TRUE,73,Haryana,6,3,2100,Unpaid
16-11-2024,Sector 29,Bus,Red-Light Jump,4488,FALSE,Foggy,Morning,Dry,18-25,4,High,Expired,TRUE,92,Delhi,1,1,2315,Unpaid
17-02-2024,Sector 56,Bike,Speeding,1935,TRUE,Rainy,Night,Wet,50+,1,High,Expired,TRUE,84,Punjab,1,1,2642,Disputed
18-08-2024,Signature Tower Chowk,Car,DUI,8481,FALSE,Foggy,Night,Slippery,18-25,4,Medium,Suspended,FALSE,45,Haryana,4,2,4833,Disputed
23-06-2024,Sohna Road near Iris Tech Park,Truck,Speeding,,FALSE,Stormy,Morning,Under Construction,26-35,4,Low,Valid,FALSE,111,Rajasthan,1,3,4196,Disputed
24-06-2024,IFFCO Chowk,Car,Red-Light Jump,3014,FALSE,Clear,Morning,Under Construction,26-35,0,Medium,Learner,FALSE,61,Haryana,10,3,4917,Unpaid
07-06-2024,NH-8,Bus,Speeding,18340,FALSE,Rainy,Night,Slippery,18-25,3,High,Learner,FALSE,116,Uttar Pradesh,4,1,3391,Paid
09-06-2024,Sector 29,Bike,Red-Light Jump,4193,FALSE,Rainy,Night,Under Construction,18-25,3,High,Learner,TRUE,68,Haryana,8,1,3225,Unpaid
16-11-2024,Sector 56,Truck,Speeding,,FALSE,Clear,Evening,Dry,26-35,5,High,Valid,TRUE,12,Uttar Pradesh,8,3,3776,Unpaid
27-12-2024,Sikanderpur,Auto-rickshaw,Red-Light Jump,2151,TRUE,Stormy,Afternoon,Dry,18-25,3,High,Expired,FALSE,106,Punjab,1,2,4389,Disputed
16-03-2024,Cyber City,Truck,Speeding,2864,TRUE,Cloudy,Evening,Under Construction,50+,1,High,Valid,FALSE,5,Uttar Pradesh,1,2,3092,Paid
10-05-2024,Sector 29,Car,Wrong-Side Driving,5718,FALSE,Clear,Morning,Dry,26-35,4,Medium,Valid,TRUE,106,Delhi,8,3,927,Unpaid
08-12-2024,Sikanderpur,Bus,DUI,7285,FALSE,Foggy,Night,Dry,18-25,0,Low,Expired,FALSE,36,Haryana,6,2,1130,Paid
26-09-2024,Golf Course Road,Bus,Speeding,4758,TRUE,Stormy,Evening,Slippery,18-25,2,High,Learner,TRUE,90,Uttar Pradesh,2,2,3450,Unpaid
20-01-2024,Huda City Center,Bus,DUI,6232,FALSE,Rainy,Evening,Wet,36-50,3,Medium,Valid,FALSE,12,Uttar Pradesh,3,1,2663,Paid
20-09-2024,Sheetala Mata Road,Bus,No Seatbelt,1000,FALSE,Rainy,Afternoon,Slippery,50+,5,Medium,Suspended,TRUE,43,Uttar Pradesh,5,1,1659,Unpaid
21-09-2024,Sector 56,Bike,No Helmet,1000,FALSE,Rainy,Night,Under Construction,50+,1,High,Learner,FALSE,30,Uttar Pradesh,2,2,3588,Paid
17-11-2024,Sheetala Mata Road,Bike,Red-Light Jump,3096,FALSE,Cloudy,Night,Wet,26-35,1,Low,Learner,TRUE,95,Punjab,8,2,2341,Unpaid
19-07-2024,Golf Course Road,Bus,No Seatbelt,5000,FALSE,Stormy,Night,Under Construction,18-25,3,Low,Suspended,FALSE,55,Haryana,1,3,1040,Disputed
06-08-2024,Cyber City,Bus,No Seatbelt,1000,FALSE,Stormy,Afternoon,Slippery,26-35,1,Low,Valid,TRUE,111,Rajasthan,6,3,2524,Paid
06-03-2024,MG Road,Car,No Seatbelt,1000,TRUE,Cloudy,Morning,Under Construction,26-35,2,Low,Expired,TRUE,102,Punjab,9,2,3047,Disputed
27-06-2024,Cyber City,Car,DUI,5282,FALSE,Stormy,Evening,Dry,18-25,1,Medium,Learner,TRUE,24,Uttar Pradesh,3,3,4391,Disputed
03-02-2024,Cyber City,Auto-rickshaw,Speeding,4346,FALSE,Cloudy,Afternoon,Slippery,50+,1,Medium,Suspended,TRUE,92,Haryana,5,2,3073,Unpaid
07-04-2024,Cyber City,Bus,No Seatbelt,1000,FALSE,Cloudy,Morning,Wet,36-50,5,Medium,Valid,FALSE,8,Delhi,5,2,4001,Disputed
21-11-2024,Manesar Toll,Bike,No Helmet,1000,TRUE,Clear,Evening,Dry,50+,0,High,Expired,TRUE,41,Rajasthan,5,3,3941,Paid
26-05-2024,Sikanderpur,Car,Speeding,3263,TRUE,Cloudy,Evening,Under Construction,18-25,3,Medium,Learner,FALSE,13,Rajasthan,6,2,2748,Paid
07-03-2024,MG Road,Auto-rickshaw,DUI,6605,TRUE,Rainy,Evening,Dry,50+,0,High,Learner,TRUE,101,Rajasthan,2,1,2580,Unpaid
28-03-2024,MG Road,Truck,Wrong-Side Driving,3015,TRUE,Stormy,Night,Slippery,36-50,2,Medium,Valid,FALSE,99,Delhi,9,2,1712,Paid
24-10-2024,Cyber City,Bike,Red-Light Jump,2479,FALSE,Rainy,Evening,Slippery,26-35,2,High,Expired,TRUE,9,Punjab,7,3,3011,Disputed
26-09-2024,Cyber City,Truck,Red-Light Jump,3024,FALSE,Clear,Night,Slippery,26-35,0,Low,Valid,TRUE,32,Rajasthan,4,2,3209,Disputed
18-09-2024,Sohna Road near Iris Tech Park,Bus,No Seatbelt,1000,TRUE,Foggy,Night,Under Construction,26-35,5,Medium,Valid,FALSE,72,Delhi,7,1,3378,Disputed
27-04-2024,Sector 29,Bus,No Seatbelt,1000,FALSE,Stormy,Evening,Wet,26-35,3,High,Learner,TRUE,0,Haryana,6,1,4687,Unpaid
11-10-2024,NH-8,Car,Red-Light Jump,1849,TRUE,Foggy,Night,Slippery,18-25,1,Low,Expired,TRUE,32,Haryana,9,2,1231,Disputed
11-05-2024,Manesar Toll,Bike,No Helmet,1000,FALSE,Stormy,Afternoon,Slippery,26-35,0,Low,Valid,FALSE,89,Delhi,9,3,525,Disputed
01-09-2024,NH-8,Bike,No Helmet,1000,TRUE,Clear,Afternoon,Dry,50+,1,Medium,Valid,TRUE,47,Delhi,3,1,3215,Paid
05-04-2024,Sector 56,Car,DUI,,TRUE,Clear,Night,Under Construction,50+,5,Medium,Suspended,TRUE,14,Haryana,3,2,919,Disputed
23-08-2024,Huda City Center,Truck,DUI,5954,FALSE,Stormy,Morning,Wet,18-25,4,High,Suspended,FALSE,53,Uttar Pradesh,3,2,2679,Paid
20-02-2024,MG Road,Bus,Speeding,,FALSE,Rainy,Morning,Dry,50+,5,Medium,Expired,FALSE,7,Haryana,5,2,3855,Paid
15-09-2024,Sikanderpur,Bike,No Helmet,1000,FALSE,Stormy,Evening,Wet,50+,2,Low,Learner,FALSE,14,Punjab,6,3,4150,Unpaid
13-11-2024,Golf Course Road,Bike,Speeding,3130,FALSE,Foggy,Afternoon,Under Construction,18-25,0,Medium,Learner,TRUE,105,Delhi,10,1,681,Paid
20-04-2024,Huda City Center,Truck,Wrong-Side Driving,7565,TRUE,Foggy,Morning,Slippery,50+,2,Low,Learner,TRUE,63,Haryana,4,3,2251,Unpaid
04-08-2024,Sector 29,Bus,Wrong-Side Driving,7989,FALSE,Clear,Morning,Slippery,36-50,2,High,Learner,TRUE,90,Punjab,3,2,3037,Paid
07-12-2024,Udyog Vihar,Bus,Speeding,2548,TRUE,Rainy,Afternoon,Slippery,36-50,4,High,Expired,FALSE,52,Delhi,7,2,4141,Unpaid
16-02-2024,Udyog Vihar,Bike,Speeding,3468,FALSE,Clear,Afternoon,Wet,36-50,0,Low,Learner,TRUE,18,Punjab,6,3,1044,Paid
11-04-2024,NH-8,Bike,No Helmet,1000,FALSE,Stormy,Afternoon,Slippery,18-25,3,Medium,Learner,FALSE,43,Delhi,4,1,2835,Disputed
11-07-2024,Sector 56,Car,No Seatbelt,1000,FALSE,Stormy,Afternoon,Slippery,36-50,1,Medium,Learner,TRUE,116,Haryana,6,3,3416,Unpaid
14-11-2024,Cyber City,Car,Wrong-Side Driving,5718,FALSE,Stormy,Afternoon,Under Construction,36-50,4,High,Valid,TRUE,35,Delhi,10,2,3013,Unpaid
08-06-2024,Sheetala Mata Road,Car,Speeding,,FALSE,Clear,Evening,Dry,50+,2,Medium,Expired,FALSE,112,Rajasthan,8,3,1227,Unpaid
07-11-2024,Sheetala Mata Road,Bus,Wrong-Side Driving,2935,TRUE,Rainy,Afternoon,Dry,26-35,3,High,Valid,FALSE,44,Uttar Pradesh,6,2,4946,Unpaid
13-10-2024,Golf Course Road,Truck,No Seatbelt,1000,FALSE,Foggy,Morning,Under Construction,36-50,0,Low,Suspended,FALSE,43,Haryana,2,1,3371,Paid
17-06-2024,NH-8,Car,Wrong-Side Driving,7693,FALSE,Cloudy,Evening,Slippery,26-35,5,Medium,Suspended,FALSE,65,Haryana,7,2,4674,Disputed
04-07-2024,Udyog Vihar,Car,Wrong-Side Driving,3584,FALSE,Clear,Morning,Slippery,36-50,4,Medium,Learner,FALSE,104,Haryana,10,1,838,Disputed
13-07-2024,MG Road,Truck,Red-Light Jump,3910,TRUE,Rainy,Evening,Dry,18-25,2,High,Valid,TRUE,27,Rajasthan,2,2,4390,Unpaid
18-02-2024,Huda City Center,Auto-rickshaw,No Seatbelt,1000,FALSE,Foggy,Night,Slippery,36-50,3,Low,Suspended,FALSE,32,Delhi,10,3,3121,Disputed
06-07-2024,Sohna Road near Iris Tech Park,Bus,Red-Light Jump,3725,TRUE,Clear,Morning,Dry,36-50,1,High,Valid,FALSE,31,Delhi,7,1,1819,Unpaid
04-02-2024,Sheetala Mata Road,Auto-rickshaw,DUI,5668,FALSE,Clear,Afternoon,Dry,26-35,0,High,Expired,FALSE,27,Haryana,2,3,1479,Paid
25-08-2024,Golf Course Road,Bus,Speeding,2829,TRUE,Rainy,Morning,Slippery,18-25,1,High,Expired,TRUE,80,Rajasthan,10,3,1847,Unpaid
24-05-2024,Sector 29,Bike,Wrong-Side Driving,4781,TRUE,Rainy,Afternoon,Wet,36-50,0,Low,Valid,FALSE,118,Uttar Pradesh,9,1,3258,Paid
11-03-2024,IFFCO Chowk,Bus,No Seatbelt,1000,FALSE,Rainy,Afternoon,Wet,50+,0,Medium,Learner,TRUE,34,Delhi,1,1,850,Disputed
02-08-2024,Sohna Road near Iris Tech Park,Bike,Wrong-Side Driving,4672,FALSE,Cloudy,Morning,Dry,18-25,2,Low,Expired,TRUE,60,Haryana,8,1,4098,Unpaid
15-06-2024,Signature Tower Chowk,Bike,DUI,7629,FALSE,Clear,Morning,Slippery,26-35,1,Low,Suspended,FALSE,60,Haryana,4,2,966,Unpaid
13-01-2024,IFFCO Chowk,Car,No Seatbelt,1000,FALSE,Rainy,Afternoon,Wet,50+,1,Low,Valid,FALSE,119,Delhi,8,3,1423,Disputed
03-03-2024,Udyog Vihar,Bus,No Seatbelt,1000,FALSE,Cloudy,Night,Under Construction,36-50,4,Medium,Valid,TRUE,14,Uttar Pradesh,7,3,4730,Paid
24-08-2024,Sohna Road near Iris Tech Park,Auto-rickshaw,Red-Light Jump,3421,FALSE,Foggy,Night,Wet,50+,0,Low,Suspended,FALSE,76,Uttar Pradesh,3,1,1525,Paid
16-05-2024,Sector 29,Bike,Wrong-Side Driving,,FALSE,Cloudy,Morning,Slippery,18-25,3,Medium,Suspended,FALSE,86,Punjab,7,2,3365,Paid
13-07-2024,Sector 56,Auto-rickshaw,No Seatbelt,1000,FALSE,Rainy,Evening,Dry,18-25,5,High,Suspended,TRUE,71,Punjab,1,3,4511,Unpaid
17-04-2024,Sikanderpur,Car,No Seatbelt,1000,FALSE,Cloudy,Morning,Under Construction,36-50,0,High,Suspended,FALSE,70,Punjab,10,1,1495,Unpaid
14-10-2024,Rajiv Chowk,Bike,DUI,7993,FALSE,Cloudy,Night,Under Construction,36-50,0,High,Learner,FALSE,88,Rajasthan,3,1,2626,Unpaid
21-03-2024,Sector 56,Truck,DUI,9292,FALSE,Cloudy,Morning,Under Construction,18-25,0,High,Valid,TRUE,103,Uttar Pradesh,4,1,528,Paid
05-06-2024,Manesar Toll,Truck,Speeding,4308,TRUE,Foggy,Evening,Under Construction,36-50,5,Low,Expired,FALSE,120,Punjab,5,2,2210,Paid
05-10-2024,Cyber City,Auto-rickshaw,Speeding,2247,TRUE,Foggy,Evening,Wet,50+,2,Low,Learner,FALSE,55,Rajasthan,10,3,2422,Disputed
19-03-2024,Sikanderpur,Bike,No Helmet,1000,FALSE,Rainy,Night,Dry,50+,0,Low,Valid,TRUE,21,Haryana,6,2,4364,Unpaid
08-04-2024,Cyber City,Car,No Seatbelt,1000,TRUE,Cloudy,Morning,Dry,26-35,5,Low,Learner,TRUE,41,Punjab,9,2,3283,Disputed
15-11-2024,Signature Tower Chowk,Truck,Wrong-Side Driving,6405,FALSE,Foggy,Evening,Slippery,26-35,5,High,Expired,TRUE,92,Delhi,2,1,3865,Disputed
25-08-2024,Sohna Road near Iris Tech Park,Bus,Wrong-Side Driving,6029,TRUE,Cloudy,Morning,Under Construction,50+,0,High,Expired,FALSE,79,Rajasthan,9,2,2066,Disputed
01-12-2024,Sohna Road near Iris Tech Park,Bike,No Helmet,,TRUE,Stormy,Morning,Wet,18-25,3,Medium,Learner,FALSE,117,Punjab,8,3,1877,Paid
28-06-2024,Manesar Toll,Truck,Speeding,2062,TRUE,Stormy,Morning,Wet,26-35,5,Low,Expired,FALSE,113,Haryana,6,3,976,Disputed
22-04-2024,Sohna Road near Iris Tech Park,Auto-rickshaw,Speeding,1787,TRUE,Foggy,Morning,Slippery,26-35,1,High,Learner,FALSE,56,Punjab,6,2,915,Paid
07-03-2024,Udyog Vihar,Truck,No Seatbelt,1000,TRUE,Stormy,Night,Slippery,36-50,3,High,Valid,FALSE,24,Punjab,1,1,1220,Unpaid
21-10-2024,Huda City Center,Auto-rickshaw,Red-Light Jump,3504,FALSE,Stormy,Afternoon,Slippery,36-50,5,High,Learner,FALSE,28,Punjab,5,2,2470,Paid
06-12-2024,Cyber City,Car,Wrong-Side Driving,,FALSE,Rainy,Afternoon,Slippery,50+,0,Medium,Valid,TRUE,112,Punjab,4,2,949,Unpaid
03-01-2024,Sohna Road near Iris Tech Park,Truck,Wrong-Side Driving,3040,TRUE,Clear,Evening,Slippery,18-25,4,Low,Learner,FALSE,88,Punjab,4,2,764,Unpaid
10-02-2024,Sector 56,Auto-rickshaw,Speeding,3823,TRUE,Rainy,Evening,Slippery,26-35,5,Low,Expired,FALSE,26,Punjab,4,2,3625,Paid
18-01-2024,Sohna Road near Iris Tech Park,Car,Wrong-Side Driving,4725,TRUE,Clear,Night,Slippery,50+,5,Low,Valid,TRUE,27,Rajasthan,4,2,3879,Disputed
06-07-2024,Sikanderpur,Auto-rickshaw,Speeding,4076,FALSE,Rainy,Night,Dry,36-50,1,Low,Suspended,FALSE,5,Delhi,8,2,4100,Disputed
01-07-2024,Sikanderpur,Bus,Speeding,3787,TRUE,Foggy,Morning,Slippery,26-35,4,High,Expired,TRUE,24,Haryana,3,2,3284,Unpaid
24-10-2024,Manesar Toll,Auto-rickshaw,Wrong-Side Driving,5605,TRUE,Cloudy,Morning,Dry,18-25,2,Low,Learner,FALSE,80,Delhi,2,3,4150,Paid
24-10-2024,NH-8,Car,Wrong-Side Driving,,FALSE,Stormy,Morning,Wet,26-35,2,Low,Learner,TRUE,61,Delhi,8,2,4800,Disputed
21-10-2024,Sohna Road near Iris Tech Park,Auto-rickshaw,DUI,5357,FALSE,Clear,Afternoon,Wet,26-35,3,High,Valid,FALSE,56,Haryana,2,2,889,Paid
27-01-2024,Huda City Center,Auto-rickshaw,Speeding,3838,TRUE,Cloudy,Afternoon,Slippery,18-25,2,Medium,Learner,FALSE,6,Punjab,10,3,2978,Unpaid
06-12-2024,Rajiv Chowk,Bike,DUI,7929,FALSE,Stormy,Night,Slippery,18-25,3,Medium,Expired,FALSE,79,Rajasthan,4,1,1114,Unpaid
06-09-2024,Sector 29,Bus,No Seatbelt,1000,FALSE,Stormy,Night,Dry,18-25,5,Medium,Valid,FALSE,23,Punjab,5,2,4578,Disputed
02-11-2024,Golf Course Road,Auto-rickshaw,DUI,9440,FALSE,Rainy,Evening,Wet,50+,5,Medium,Suspended,TRUE,8,Uttar Pradesh,2,3,2227,Paid
12-12-2024,Manesar Toll,Truck,DUI,8918,FALSE,Rainy,Evening,Under Construction,18-25,5,Medium,Suspended,FALSE,55,Haryana,2,3,4562,Disputed
13-11-2024,Sheetala Mata Road,Bike,DUI,5589,TRUE,Stormy,Evening,Slippery,50+,0,High,Suspended,TRUE,18,Haryana,9,1,1341,Paid
08-05-2024,Sector 29,Auto-rickshaw,Wrong-Side Driving,,FALSE,Rainy,Evening,Dry,26-35,5,Medium,Suspended,FALSE,54,Delhi,2,1,2146,Disputed
25-07-2024,Sohna Road near Iris Tech Park,Bike,DUI,6863,TRUE,Foggy,Night,Dry,26-35,2,Medium,Expired,FALSE,109,Uttar Pradesh,3,3,1629,Paid
22-12-2024,Golf Course Road,Bike,Red-Light Jump,3044,FALSE,Stormy,Morning,Under Construction,26-35,4,High,Learner,TRUE,61,Haryana,4,1,1400,Disputed
