Date,Location,Vehicle_Type,Violation_Type,Fine_Amount,Repeat_Offender,Weather_Condition,Time_of_Day,Road_Condition,Driver_Age_Group,Passengers_Count,Traffic_Density,License_Status,Accident_Involved,Speed_Recorded_kmphr,Vehicle_Registration_State,Officer_ID,Previous_Violations,Insurance_Penalty,Fine_Payment_Status,year_no,month_no,month_name,quarter_no
2024-10-19,Udyog Vihar,Truck,DUI,5558,True,Foggy,Afternoon,Dry,50+,3,Low,Learner,True,97,Punjab,1,3,2770,Disputed,2024,10,October,4
2024-01-23,MG Road,Auto-rickshaw,No Seatbelt,1000,False,Cloudy,Evening,Under Construction,36-50,1,Medium,Learner,True,44,Rajasthan,1,2,1788,Disputed,2024,1,January,1
2024-10-02,Sheetala Mata Road,Auto-rickshaw,Red-Light Jump,1536,True,Clear,Morning,Under Construction,50+,1,Medium,Valid,False,46,Rajasthan,2,2,3610,Disputed,2024,10,October,4
2024-02-28,Signature Tower Chowk,Bus,No Seatbelt,1000,True,Stormy,Afternoon,Slippery,36-50,3,High,Valid,False,91,Uttar Pradesh,9,3,593,Disputed,2024,2,February,1
2024-08-02,Sheetala Mata Road,Auto-rickshaw,DUI,6023,False,Foggy,Night,Under Construction,18-25,5,Medium,Learner,True,85,Rajasthan,5,3,3433,Disputed,2024,8,August,3
2024-10-26,Sikanderpur,Bike,No Helmet,1000,True,Rainy,Afternoon,Under Construction,50+,2,Medium,Suspended,False,21,Haryana,5,2,1806,Unpaid,2024,10,October,4
2024-07-26,Sector 29,Bus,Red-Light Jump,3438,True,Stormy,Afternoon,Wet,36-50,4,Medium,Expired,True,31,Haryana,9,3,3377,Unpaid,2024,7,July,3
2024-06-26,Udyog Vihar,Auto-rickshaw,Red-Light Jump,3725,False,Stormy,Evening,Slippery,26-35,1,Low,Valid,False,79,Delhi,9,2,870,Paid,2024,6,June,2
2024-03-20,IFFCO Chowk,Bus,DUI,9390,False,Stormy,Evening,Under Construction,36-50,5,High,Expired,True,59,Rajasthan,1,2,4971,Paid,2024,3,March,1
2024-09-15,Rajiv Chowk,Bike,Red-Light Jump,4298,False,Cloudy,Evening,Wet,36-50,1,Medium,Suspended,True,55,Delhi,10,3,2028,Disputed,2024,9,September,3
2024-09-07,Sikanderpur,Truck,DUI,6186,True,Cloudy,Night,Dry,36-50,4,High,Suspended,False,91,Haryana,1,1,1230,Unpaid,2024,9,September,3
2024-08-13,MG Road,Bike,Speeding,3316,True,Rainy,Afternoon,Dry,36-50,4,High,Suspended,True,30,Rajasthan,10,2,3048,Paid,2024,8,August,3
2024-08-19,Sector 56,Car,Red-Light Jump,4860,True,Stormy,Evening,Wet,26-35,0,High,Suspended,False,99,Delhi,3,1,4296,Paid,2024,8,August,3
2024-09-21,Sohna Road near Iris Tech Park,Bike,Red-Light Jump,3490,False,Clear,Morning,Wet,50+,1,Medium,Learner,False,89,Uttar Pradesh,8,1,2396,Unpaid,2024,9,September,3
2024-03-20,Sector 56,Truck,Wrong-Side Driving,4994,True,Foggy,Night,Dry,36-50,4,Low,Suspended,True,72,Rajasthan,3,2,2865,Unpaid,2024,3,March,1
2024-11-09,Rajiv Chowk,Car,DUI,8665,False,Foggy,Night,Under Construction,36-50,0,High,Suspended,False,77,Uttar Pradesh,9,2,2751,Disputed,2024,11,November,4
2024-03-26,Cyber City,Bike,No Helmet,1000,False,Rainy,Morning,Under Construction,18-25,1,High,Suspended,True,87,Haryana,3,2,3121,Paid,2024,3,March,1
2024-07-19,Sohna Road near Iris Tech Park,Bus,Wrong-Side Driving,7565,False,Clear,Evening,Slippery,36-50,2,Low,Expired,False,78,Punjab,9,1,1916,Unpaid,2024,7,July,3
2024-02-20,Manesar Toll,Bike,No Helmet,1000,True,Rainy,Evening,Under Construction,26-35,3,Low,Learner,False,96,Delhi,8,1,4935,Unpaid,2024,2,February,1
2024-10-27,Sheetala Mata Road,Truck,Red-Light Jump,3699,False,Foggy,Night,Under Construction,26-35,3,Low,Valid,True,93,Uttar Pradesh,4,1,3301,Disputed,2024,10,October,4
2024-11-22,Sector 29,Bus,Wrong-Side Driving,4245,False,Foggy,Night,Wet,36-50,2,Low,Suspended,True,33,Haryana,3,2,3377,Unpaid,2024,11,November,4
2024-02-17,Manesar Toll,Car,Red-Light Jump,2233,False,Foggy,Evening,Wet,26-35,1,Medium,Expired,True,8,Haryana,4,1,3022,Disputed,2024,2,February,1
2024-10-15,Udyog Vihar,Truck,Speeding,2283,False,Rainy,Afternoon,Wet,50+,1,Low,Suspended,False,79,Haryana,3,2,3849,Disputed,2024,10,October,4
2024-11-18,Sector 56,Bike,Speeding,2914,False,Rainy,Evening,Dry,36-50,0,High,Valid,True,113,Haryana,4,1,3495,Paid,2024,11,November,4
2024-12-05,Sheetala Mata Road,Truck,Wrong-Side Driving,4994,False,Foggy,Evening,Under Construction,18-25,2,Low,Learner,False,78,Haryana,10,2,3820,Disputed,2024,12,December,4
2024-11-06,Sheetala Mata Road,Bus,DUI,9801,False,Stormy,Afternoon,Wet,18-25,1,High,Valid,False,83,Uttar Pradesh,6,1,972,Paid,2024,11,November,4
2024-04-20,NH-8,Bus,No Seatbelt,1000,False,Cloudy,Morning,Dry,36-50,3,Medium,Learner,False,50,Rajasthan,1,1,4727,Disputed,2024,4,April,2
2024-11-25,Huda City Center,Car,Wrong-Side Driving,3362,False,Rainy,Morning,Slippery,50+,4,Medium,Expired,False,119,Uttar Pradesh,3,3,4043,Unpaid,2024,11,November,4
2024-07-04,Sikanderpur,Truck,Speeding,1885,False,Cloudy,Afternoon,Under Construction,50+,1,Low,Valid,False,57,Uttar Pradesh,2,3,2752,Disputed,2024,7,July,3
2024-06-05,Sector 56,Car,Red-Light Jump,2771,True,Cloudy,Evening,Slippery,36-50,2,Medium,Expired,False,66,Rajasthan,7,2,4424,Disputed,2024,6,June,2
2024-09-15,Sheetala Mata Road,Auto-rickshaw,No Seatbelt,1000,False,Rainy,Night,Slippery,18-25,5,High,Valid,False,77,Haryana,8,3,886,Unpaid,2024,9,September,3
2024-01-11,Cyber City,Truck,No Seatbelt,1000,False,Cloudy,Afternoon,Dry,18-25,2,High,Expired,True,34,Delhi,2,1,3705,Unpaid,2024,1,January,1
2024-06-04,Manesar Toll,Bus,Speeding,1976,True,Cloudy,Afternoon,Wet,50+,1,High,Suspended,False,94,Punjab,10,3,3981,Paid,2024,6,June,2
2024-04-22,IFFCO Chowk,Car,No Seatbelt,1000,True,Foggy,Night,Under Construction,26-35,4,Medium,Suspended,False,109,Punjab,7,3,1804,Unpaid,2024,4,April,2
2024-03-26,MG Road,Truck,Red-Light Jump,3939,False,Clear,Morning,Dry,26-35,1,Medium,Suspended,True,27,Delhi,6,2,3484,Paid,2024,3,March,1
2024-12-27,MG Road,Auto-rickshaw,DUI,6912,False,Stormy,Night,Wet,36-50,0,Low,Valid,True,35,Punjab,1,2,3912,Disputed,2024,12,December,4
2024-11-11,Manesar Toll,Truck,Red-Light Jump,2493,False,Clear,Evening,Dry,36-50,3,Low,Valid,True,22,Haryana,9,3,2517,Paid,2024,11,November,4
2024-08-06,Rajiv Chowk,Bike,No Helmet,1000,True,Clear,Afternoon,Wet,26-35,5,High,Valid,True,33,Haryana,10,3,3000,Paid,2024,8,August,3
2024-06-12,NH-8,Car,DUI,9693,False,Foggy,Afternoon,Slippery,26-35,2,High,Learner,True,115,Delhi,4,3,1417,Disputed,2024,6,June,2
2024-08-24,IFFCO Chowk,Bus,DUI,9709,False,Foggy,Evening,Wet,26-35,4,Low,Expired,True,37,Delhi,5,1,2401,Disputed,2024,8,August,3
2024-07-21,Rajiv Chowk,Bike,Wrong-Side Driving,4994,True,Clear,Morning,Dry,50+,0,Low,Expired,False,36,Uttar Pradesh,2,3,3443,Paid,2024,7,July,3
2024-04-23,Sector 56,Bus,Wrong-Side Driving,6672,True,Clear,Morning,Slippery,36-50,5,Medium,Learner,False,4,Rajasthan,4,2,1429,Paid,2024,4,April,2
2024-06-13,Signature Tower Chowk,Car,No Seatbelt,1000,False,Foggy,Afternoon,Under Construction,36-50,2,High,Valid,True,66,Uttar Pradesh,8,2,1492,Paid,2024,6,June,2
2024-06-02,Sikanderpur,Truck,DUI,9492,False,Rainy,Morning,Wet,50+,3,High,Suspended,False,61,Punjab,8,1,4724,Unpaid,2024,6,June,2
2024-01-19,Cyber City,Auto-rickshaw,No Seatbelt,1000,False,Rainy,Night,Dry,36-50,4,Medium,Learner,True,105,Uttar Pradesh,3,1,4503,Disputed,2024,1,January,1
2024-03-10,Sheetala Mata Road,Auto-rickshaw,DUI,9543,True,Stormy,Evening,Wet,50+,4,Medium,Expired,True,96,Delhi,6,3,3807,Disputed,2024,3,March,1
2024-06-14,Sikanderpur,Auto-rickshaw,DUI,9602,False,Rainy,Evening,Slippery,36-50,5,High,Expired,True,91,Haryana,7,2,1434,Paid,2024,6,June,2
2024-05-21,Sikanderpur,Bus,Speeding,1608,True,Foggy,Night,Dry,26-35,0,Medium,Expired,True,17,Delhi,6,1,1864,Disputed,2024,5,May,2
2024-11-10,Rajiv Chowk,Truck,No Seatbelt,1000,True,Rainy,Evening,Slippery,26-35,4,Low,Expired,True,69,Uttar Pradesh,3,2,4337,Disputed,2024,11,November,4
2024-08-12,Sikanderpur,Bike,No Helmet,1000,False,Foggy,Evening,Slippery,18-25,2,Medium,Expired,False,117,Delhi,4,2,2782,Disputed,2024,8,August,3
2024-10-18,Cyber City,Auto-rickshaw,DUI,5054,True,Cloudy,Afternoon,Dry,36-50,3,High,Expired,True,26,Haryana,2,1,4817,Paid,2024,10,October,4
2024-10-22,Rajiv Chowk,Bus,Red-Light Jump,2720,False,Cloudy,Morning,Wet,26-35,5,High,Suspended,True,40,Haryana,5,2,2340,Disputed,2024,10,October,4
2024-03-01,Sheetala Mata Road,Auto-rickshaw,Speeding,2370,False,Stormy,Evening,Dry,26-35,0,High,Suspended,True,60,Haryana,7,1,3860,Unpaid,2024,3,March,1
2024-11-09,Sector 29,Bike,Red-Light Jump,4658,False,Clear,Afternoon,Under Construction,50+,2,Low,Expired,True,99,Rajasthan,10,3,4072,Paid,2024,11,November,4
2024-04-18,Sector 29,Truck,Speeding,1385,True,Foggy,Afternoon,Wet,18-25,5,Medium,Learner,False,11,Haryana,6,1,2577,Disputed,2024,4,April,2
2024-09-21,Sikanderpur,Bike,No Helmet,1000,False,Clear,Afternoon,Under Construction,50+,2,Low,Valid,True,0,Rajasthan,4,3,2647,Disputed,2024,9,September,3
2024-12-28,Sector 29,Truck,Red-Light Jump,2362,True,Foggy,Night,Slippery,36-50,0,High,Learner,False,29,Delhi,6,3,1460,Paid,2024,12,December,4
2024-09-17,NH-8,Truck,DUI,7930,True,Clear,Evening,Dry,18-25,2,Medium,Suspended,False,72,Punjab,5,1,3870,Paid,2024,9,September,3
2024-11-13,Manesar Toll,Bus,DUI,8691,True,Stormy,Night,Wet,50+,5,High,Learner,True,35,Delhi,6,2,2976,Paid,2024,11,November,4
2024-05-28,Sheetala Mata Road,Car,Red-Light Jump,4106,True,Stormy,Evening,Under Construction,36-50,5,Low,Learner,True,77,Punjab,1,2,2945,Disputed,2024,5,May,2
2024-04-07,Sheetala Mata Road,Auto-rickshaw,Speeding,3161,True,Foggy,Night,Dry,36-50,5,Medium,Expired,False,12,Delhi,9,1,3737,Paid,2024,4,April,2
2024-11-14,Sheetala Mata Road,Bus,No Seatbelt,1000,False,Foggy,Afternoon,Slippery,50+,1,High,Learner,True,20,Uttar Pradesh,9,1,2046,Paid,2024,11,November,4
2024-08-10,Sohna Road near Iris Tech Park,Car,Speeding,2453,True,Foggy,Night,Slippery,26-35,1,Medium,Expired,False,57,Punjab,4,3,629,Disputed,2024,8,August,3
2024-10-07,IFFCO Chowk,Bike,DUI,8239,True,Rainy,Afternoon,Wet,36-50,3,High,Expired,True,118,Haryana,5,2,518,Paid,2024,10,October,4
2024-02-01,Sohna Road near Iris Tech Park,Bus,DUI,7372,False,Foggy,Evening,Wet,18-25,4,Low,Suspended,False,73,Rajasthan,5,1,4767,Paid,2024,2,February,1
2024-07-25,Rajiv Chowk,Bus,No Seatbelt,1000,False,Stormy,Evening,Dry,18-25,0,Medium,Suspended,True,91,Punjab,6,3,1397,Unpaid,2024,7,July,3
2024-10-09,Sikanderpur,Auto-rickshaw,No Seatbelt,1000,False,Clear,Evening,Slippery,26-35,2,Medium,Valid,True,24,Delhi,6,1,4600,Unpaid,2024,10,October,4
2024-12-14,Cyber City,Bike,No Helmet,1000,False,Rainy,Afternoon,Dry,18-25,2,Medium,Learner,False,61,Haryana,1,1,2262,Paid,2024,12,December,4
2024-01-16,Cyber City,Bike,No Helmet,1000,False,Cloudy,Morning,Slippery,18-25,2,High,Expired,False,50,Delhi,3,3,1161,Disputed,2024,1,January,1
2024-11-10,Huda City Center,Car,Red-Light Jump,3645,False,Rainy,Afternoon,Dry,26-35,4,Low,Learner,False,118,Rajasthan,4,3,4577,Unpaid,2024,11,November,4
2024-11-20,Sector 56,Truck,DUI,6050,False,Cloudy,Night,Dry,26-35,4,Medium,Expired,False,28,Punjab,3,3,1774,Disputed,2024,11,November,4
2024-09-26,Sikanderpur,Auto-rickshaw,DUI,9449,False,Foggy,Evening,Wet,50+,3,Low,Learner,True,73,Haryana,6,3,2100,Unpaid,2024,9,September,3
2024-11-16,Sector 29,Bus,Red-Light Jump,4488,False,Foggy,Morning,Dry,18-25,4,High,Expired,True,92,Delhi,1,1,2315,Unpaid,2024,11,November,4
2024-02-17,Sector 56,Bike,Speeding,1935,True,Rainy,Night,Wet,50+,1,High,Expired,True,84,Punjab,1,1,2642,Disputed,2024,2,February,1
2024-08-18,Signature Tower Chowk,Car,DUI,8481,False,Foggy,Night,Slippery,18-25,4,Medium,Suspended,False,45,Haryana,4,2,4833,Disputed,2024,8,August,3
2024-06-23,Sohna Road near Iris Tech Park,Truck,Speeding,2864,False,Stormy,Morning,Under Construction,26-35,4,Low,Valid,False,111,Rajasthan,1,3,4196,Disputed,2024,6,June,2
2024-06-24,IFFCO Chowk,Car,Red-Light Jump,3014,False,Clear,Morning,Under Construction,26-35,0,Medium,Learner,False,61,Haryana,10,3,4917,Unpaid,2024,6,June,2
2024-06-07,NH-8,Bus,Speeding,18340,False,Rainy,Night,Slippery,18-25,3,High,Learner,False,116,Uttar Pradesh,4,1,3391,Paid,2024,6,June,2
2024-06-09,Sector 29,Bike,Red-Light Jump,4193,False,Rainy,Night,Under Construction,18-25,3,High,Learner,True,68,Haryana,8,1,3225,Unpaid,2024,6,June,2
2024-11-16,Sector 56,Truck,Speeding,2864,False,Clear,Evening,Dry,26-35,5,High,Valid,True,12,Uttar Pradesh,8,3,3776,Unpaid,2024,11,November,4
2024-12-27,Sikanderpur,Auto-rickshaw,Red-Light Jump,2151,True,Stormy,Afternoon,Dry,18-25,3,High,Expired,False,106,Punjab,1,2,4389,Disputed,2024,12,December,4
2024-03-16,Cyber City,Truck,Speeding,2864,True,Cloudy,Evening,Under Construction,50+,1,High,Valid,False,5,Uttar Pradesh,1,2,3092,Paid,2024,3,March,1
2024-05-10,Sector 29,Car,Wrong-Side Driving,5718,False,Clear,Morning,Dry,26-35,4,Medium,Valid,True,106,Delhi,8,3,927,Unpaid,2024,5,May,2
2024-12-08,Sikanderpur,Bus,DUI,7285,False,Foggy,Night,Dry,18-25,0,Low,Expired,False,36,Haryana,6,2,1130,Paid,2024,12,December,4
2024-09-26,Golf Course Road,Bus,Speeding,4758,True,Stormy,Evening,Slippery,18-25,2,High,Learner,True,90,Uttar Pradesh,2,2,3450,Unpaid,2024,9,September,3
2024-01-20,Huda City Center,Bus,DUI,6232,False,Rainy,Evening,Wet,36-50,3,Medium,Valid,False,12,Uttar Pradesh,3,1,2663,Paid,2024,1,January,1
2024-09-20,Sheetala Mata Road,Bus,No Seatbelt,1000,False,Rainy,Afternoon,Slippery,50+,5,Medium,Suspended,True,43,Uttar Pradesh,5,1,1659,Unpaid,2024,9,September,3
2024-09-21,Sector 56,Bike,No Helmet,1000,False,Rainy,Night,Under Construction,50+,1,High,Learner,False,30,Uttar Pradesh,2,2,3588,Paid,2024,9,September,3
2024-11-17,Sheetala Mata Road,Bike,Red-Light Jump,3096,False,Cloudy,Night,Wet,26-35,1,Low,Learner,True,95,Punjab,8,2,2341,Unpaid,2024,11,November,4
2024-07-19,Golf Course Road,Bus,No Seatbelt,5000,False,Stormy,Night,Under Construction,18-25,3,Low,Suspended,False,55,Haryana,1,3,1040,Disputed,2024,7,July,3
2024-08-06,Cyber City,Bus,No Seatbelt,1000,False,Stormy,Afternoon,Slippery,26-35,1,Low,Valid,True,111,Rajasthan,6,3,2524,Paid,2024,8,August,3
2024-03-06,MG Road,Car,No Seatbelt,1000,True,Cloudy,Morning,Under Construction,26-35,2,Low,Expired,True,102,Punjab,9,2,3047,Disputed,2024,3,March,1
2024-06-27,Cyber City,Car,DUI,5282,False,Stormy,Evening,Dry,18-25,1,Medium,Learner,True,24,Uttar Pradesh,3,3,4391,Disputed,2024,6,June,2
2024-02-03,Cyber City,Auto-rickshaw,Speeding,4346,False,Cloudy,Afternoon,Slippery,50+,1,Medium,Suspended,True,92,Haryana,5,2,3073,Unpaid,2024,2,February,1
2024-04-07,Cyber City,Bus,No Seatbelt,1000,False,Cloudy,Morning,Wet,36-50,5,Medium,Valid,False,8,Delhi,5,2,4001,Disputed,2024,4,April,2
2024-11-21,Manesar Toll,Bike,No Helmet,1000,True,Clear,Evening,Dry,50+,0,High,Expired,True,41,Rajasthan,5,3,3941,Paid,2024,11,November,4
2024-05-26,Sikanderpur,Car,Speeding,3263,True,Cloudy,Evening,Under Construction,18-25,3,Medium,Learner,False,13,Rajasthan,6,2,2748,Paid,2024,5,May,2
2024-03-07,MG Road,Auto-rickshaw,DUI,6605,True,Rainy,Evening,Dry,50+,0,High,Learner,True,101,Rajasthan,2,1,2580,Unpaid,2024,3,March,1
2024-03-28,MG Road,Truck,Wrong-Side Driving,3015,True,Stormy,Night,Slippery,36-50,2,Medium,Valid,False,99,Delhi,9,2,1712,Paid,2024,3,March,1
2024-10-24,Cyber City,Bike,Red-Light Jump,2479,False,Rainy,Evening,Slippery,26-35,2,High,Expired,True,9,Punjab,7,3,3011,Disputed,2024,10,October,4
2024-09-26,Cyber City,Truck,Red-Light Jump,3024,False,Clear,Night,Slippery,26-35,0,Low,Valid,True,32,Rajasthan,4,2,3209,Disputed,2024,9,September,3
2024-09-18,Sohna Road near Iris Tech Park,Bus,No Seatbelt,1000,True,Foggy,Night,Under Construction,26-35,5,Medium,Valid,False,72,Delhi,7,1,3378,Disputed,2024,9,September,3
2024-04-27,Sector 29,Bus,No Seatbelt,1000,False,Stormy,Evening,Wet,26-35,3,High,Learner,True,0,Haryana,6,1,4687,Unpaid,2024,4,April,2
2024-10-11,NH-8,Car,Red-Light Jump,1849,True,Foggy,Night,Slippery,18-25,1,Low,Expired,True,32,Haryana,9,2,1231,Disputed,2024,10,October,4
2024-05-11,Manesar Toll,Bike,No Helmet,1000,False,Stormy,Afternoon,Slippery,26-35,0,Low,Valid,False,89,Delhi,9,3,525,Disputed,2024,5,May,2
2024-09-01,NH-8,Bike,No Helmet,1000,True,Clear,Afternoon,Dry,50+,1,Medium,Valid,True,47,Delhi,3,1,3215,Paid,2024,9,September,3
2024-04-05,Sector 56,Car,DUI,7858,True,Clear,Night,Under Construction,50+,5,Medium,Suspended,True,14,Haryana,3,2,919,Disputed,2024,4,April,2
2024-08-23,Huda City Center,Truck,DUI,5954,False,Stormy,Morning,Wet,18-25,4,High,Suspended,False,53,Uttar Pradesh,3,2,2679,Paid,2024,8,August,3
2024-02-20,MG Road,Bus,Speeding,2864,False,Rainy,Morning,Dry,50+,5,Medium,Expired,False,7,Haryana,5,2,3855,Paid,2024,2,February,1
2024-09-15,Sikanderpur,Bike,No Helmet,1000,False,Stormy,Evening,Wet,50+,2,Low,Learner,False,14,Punjab,6,3,4150,Unpaid,2024,9,September,3
2024-11-13,Golf Course Road,Bike,Speeding,3130,False,Foggy,Afternoon,Under Construction,18-25,0,Medium,Learner,True,105,Delhi,10,1,681,Paid,2024,11,November,4
2024-04-20,Huda City Center,Truck,Wrong-Side Driving,7565,True,Foggy,Morning,Slippery,50+,2,Low,Learner,True,63,Haryana,4,3,2251,Unpaid,2024,4,April,2
2024-08-04,Sector 29,Bus,Wrong-Side Driving,7989,False,Clear,Morning,Slippery,36-50,2,High,Learner,True,90,Punjab,3,2,3037,Paid,2024,8,August,3
2024-12-07,Udyog Vihar,Bus,Speeding,2548,True,Rainy,Afternoon,Slippery,36-50,4,High,Expired,False,52,Delhi,7,2,4141,Unpaid,2024,12,December,4
2024-02-16,Udyog Vihar,Bike,Speeding,3468,False,Clear,Afternoon,Wet,36-50,0,Low,Learner,True,18,Punjab,6,3,1044,Paid,2024,2,February,1
2024-04-11,NH-8,Bike,No Helmet,1000,False,Stormy,Afternoon,Slippery,18-25,3,Medium,Learner,False,43,Delhi,4,1,2835,Disputed,2024,4,April,2
2024-07-11,Sector 56,Car,No Seatbelt,1000,False,Stormy,Afternoon,Slippery,36-50,1,Medium,Learner,True,116,Haryana,6,3,3416,Unpaid,2024,7,July,3
2024-11-14,Cyber City,Car,Wrong-Side Driving,5718,False,Stormy,Afternoon,Under Construction,36-50,4,High,Valid,True,35,Delhi,10,2,3013,Unpaid,2024,11,November,4
2024-06-08,Sheetala Mata Road,Car,Speeding,2864,False,Clear,Evening,Dry,50+,2,Medium,Expired,False,112,Rajasthan,8,3,1227,Unpaid,2024,6,June,2
2024-11-07,Sheetala Mata Road,Bus,Wrong-Side Driving,2935,True,Rainy,Afternoon,Dry,26-35,3,High,Valid,False,44,Uttar Pradesh,6,2,4946,Unpaid,2024,11,November,4
2024-10-13,Golf Course Road,Truck,No Seatbelt,1000,False,Foggy,Morning,Under Construction,36-50,0,Low,Suspended,False,43,Haryana,2,1,3371,Paid,2024,10,October,4
2024-06-17,NH-8,Car,Wrong-Side Driving,7693,False,Cloudy,Evening,Slippery,26-35,5,Medium,Suspended,False,65,Haryana,7,2,4674,Disputed,2024,6,June,2
2024-07-04,Udyog Vihar,Car,Wrong-Side Driving,3584,False,Clear,Morning,Slippery,36-50,4,Medium,Learner,False,104,Haryana,10,1,838,Disputed,2024,7,July,3
2024-07-13,MG Road,Truck,Red-Light Jump,3910,True,Rainy,Evening,Dry,18-25,2,High,Valid,True,27,Rajasthan,2,2,4390,Unpaid,2024,7,July,3
2024-02-18,Huda City Center,Auto-rickshaw,No Seatbelt,1000,False,Foggy,Night,Slippery,36-50,3,Low,Suspended,False,32,Delhi,10,3,3121,Disputed,2024,2,February,1
2024-07-06,Sohna Road near Iris Tech Park,Bus,Red-Light Jump,3725,True,Clear,Morning,Dry,36-50,1,High,Valid,False,31,Delhi,7,1,1819,Unpaid,2024,7,July,3
2024-02-04,Sheetala Mata Road,Auto-rickshaw,DUI,5668,False,Clear,Afternoon,Dry,26-35,0,High,Expired,False,27,Haryana,2,3,1479,Paid,2024,2,February,1
2024-08-25,Golf Course Road,Bus,Speeding,2829,True,Rainy,Morning,Slippery,18-25,1,High,Expired,True,80,Rajasthan,10,3,1847,Unpaid,2024,8,August,3
2024-05-24,Sector 29,Bike,Wrong-Side Driving,4781,True,Rainy,Afternoon,Wet,36-50,0,Low,Valid,False,118,Uttar Pradesh,9,1,3258,Paid,2024,5,May,2
2024-03-11,IFFCO Chowk,Bus,No Seatbelt,1000,False,Rainy,Afternoon,Wet,50+,0,Medium,Learner,True,34,Delhi,1,1,850,Disputed,2024,3,March,1
2024-08-02,Sohna Road near Iris Tech Park,Bike,Wrong-Side Driving,4672,False,Cloudy,Morning,Dry,18-25,2,Low,Expired,True,60,Haryana,8,1,4098,Unpaid,2024,8,August,3
2024-06-15,Signature Tower Chowk,Bike,DUI,7629,False,Clear,Morning,Slippery,26-35,1,Low,Suspended,False,60,Haryana,4,2,966,Unpaid,2024,6,June,2
2024-01-13,IFFCO Chowk,Car,No Seatbelt,1000,False,Rainy,Afternoon,Wet,50+,1,Low,Valid,False,119,Delhi,8,3,1423,Disputed,2024,1,January,1
2024-03-03,Udyog Vihar,Bus,No Seatbelt,1000,False,Cloudy,Night,Under Construction,36-50,4,Medium,Valid,True,14,Uttar Pradesh,7,3,4730,Paid,2024,3,March,1
2024-08-24,Sohna Road near Iris Tech Park,Auto-rickshaw,Red-Light Jump,3421,False,Foggy,Night,Wet,50+,0,Low,Suspended,False,76,Uttar Pradesh,3,1,1525,Paid,2024,8,August,3
2024-05-16,Sector 29,Bike,Wrong-Side Driving,4994,False,Cloudy,Morning,Slippery,18-25,3,Medium,Suspended,False,86,Punjab,7,2,3365,Paid,2024,5,May,2
2024-07-13,Sector 56,Auto-rickshaw,No Seatbelt,1000,False,Rainy,Evening,Dry,18-25,5,High,Suspended,True,71,Punjab,1,3,4511,Unpaid,2024,7,July,3
2024-04-17,Sikanderpur,Car,No Seatbelt,1000,False,Cloudy,Morning,Under Construction,36-50,0,High,Suspended,False,70,Punjab,10,1,1495,Unpaid,2024,4,April,2
2024-10-14,Rajiv Chowk,Bike,DUI,7993,False,Cloudy,Night,Under Construction,36-50,0,High,Learner,False,88,Rajasthan,3,1,2626,Unpaid,2024,10,October,4
2024-03-21,Sector 56,Truck,DUI,9292,False,Cloudy,Morning,Under Construction,18-25,0,High,Valid,True,103,Uttar Pradesh,4,1,528,Paid,2024,3,March,1
2024-06-05,Manesar Toll,Truck,Speeding,4308,True,Foggy,Evening,Under Construction,36-50,5,Low,Expired,False,120,Punjab,5,2,2210,Paid,2024,6,June,2
2024-10-05,Cyber City,Auto-rickshaw,Speeding,2247,True,Foggy,Evening,Wet,50+,2,Low,Learner,False,55,Rajasthan,10,3,2422,Disputed,2024,10,October,4
2024-03-19,Sikanderpur,Bike,No Helmet,1000,False,Rainy,Night,Dry,50+,0,Low,Valid,True,21,Haryana,6,2,4364,Unpaid,2024,3,March,1
2024-04-08,Cyber City,Car,No Seatbelt,1000,True,Cloudy,Morning,Dry,26-35,5,Low,Learner,True,41,Punjab,9,2,3283,Disputed,2024,4,April,2
2024-11-15,Signature Tower Chowk,Truck,Wrong-Side Driving,6405,False,Foggy,Evening,Slippery,26-35,5,High,Expired,True,92,Delhi,2,1,3865,Disputed,2024,11,November,4
2024-08-25,Sohna Road near Iris Tech Park,Bus,Wrong-Side Driving,6029,True,Cloudy,Morning,Under Construction,50+,0,High,Expired,False,79,Rajasthan,9,2,2066,Disputed,2024,8,August,3
2024-12-01,Sohna Road near Iris Tech Park,Bike,No Helmet,1000,True,Stormy,Morning,Wet,18-25,3,Medium,Learner,False,117,Punjab,8,3,1877,Paid,2024,12,December,4
2024-06-28,Manesar Toll,Truck,Speeding,2062,True,Stormy,Morning,Wet,26-35,5,Low,Expired,False,113,Haryana,6,3,976,Disputed,2024,6,June,2
2024-04-22,Sohna Road near Iris Tech Park,Auto-rickshaw,Speeding,1787,True,Foggy,Morning,Slippery,26-35,1,High,Learner,False,56,Punjab,6,2,915,Paid,2024,4,April,2
2024-03-07,Udyog Vihar,Truck,No Seatbelt,1000,True,Stormy,Night,Slippery,36-50,3,High,Valid,False,24,Punjab,1,1,1220,Unpaid,2024,3,March,1
2024-10-21,Huda City Center,Auto-rickshaw,Red-Light Jump,3504,False,Stormy,Afternoon,Slippery,36-50,5,High,Learner,False,28,Punjab,5,2,2470,Paid,2024,10,October,4
2024-12-06,Cyber City,Car,Wrong-Side Driving,4994,False,Rainy,Afternoon,Slippery,50+,0,Medium,Valid,True,112,Punjab,4,2,949,Unpaid,2024,12,December,4
2024-01-03,Sohna Road near Iris Tech Park,Truck,Wrong-Side Driving,3040,True,Clear,Evening,Slippery,18-25,4,Low,Learner,False,88,Punjab,4,2,764,Unpaid,2024,1,January,1
